"","Mobility","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"5581",1,1,1,16,2,1,0,1,20000
"48",1,6,1,16,2,1,0,1,22600
"391",1,6,1,19,1,1,0,1,224800
"2588",1,1,1,16,2,1,0,1,45000
"5268",1,6,2,20,2,1,0,1,10530
"5227",1,1,1,20,2,1,0,1,38000
"637",1,1,1,16,1,1,0,1,78000
"2653",1,1,1,16,2,1,0,1,84000
"1775",1,1,2,21,2,1,0,1,28000
"1402",1,1,2,19,2,1,0,1,25000
"3532",3,1,1,19,1,1,0,1,65000
"2693",3,1,2,21,2,1,0,1,14000
"2267",1,1,1,16,2,1,0,1,95000
"1325",1,6,2,18,2,1,0,1,15000
"1964",1,6,2,19,1,1,0,1,10800
"4516",1,1,2,21,2,1,0,1,44000
"4538",1,6,2,19,1,1,0,1,34900
"5544",1,3,2,17,2,2,0,1,5000
"5083",1,1,1,21,2,1,0,1,35600
"2970",1,6,2,17,2,2,0,1,8000
"3136",1,6,2,19,1,1,0,1,12400
"681",1,1,1,18,2,1,0,1,70000
"615",1,1,1,17,2,2,0,1,2200
"4975",1,6,1,16,2,1,0,1,26000
"1529",1,1,2,16,2,2,0,1,32000
"4015",1,1,2,16,2,2,0,1,7000
"720",3,1,2,16,2,1,0,1,20000
"889",1,1,1,23,2,1,0,1,92100
"4672",1,6,2,19,2,1,0,1,31800
"5035",1,1,1,19,2,1,0,1,17000
"5074",1,1,1,18,2,1,0,1,60000
"5725",1,6,2,19,1,1,0,1,33520
"1334",1,2,2,21,2,1,0,1,24000
"2082",1,6,2,19,2,1,0,3,9000
"4560",1,6,2,12,2,1,1,1,400
"2198",1,6,2,22,2,1,0,1,51700
"1780",1,6,1,16,2,1,0,1,31600
"3151",1,4,1,22,2,1,0,1,114000
"5450",1,1,2,16,2,2,0,1,600
"2978",1,6,2,21,2,1,0,1,18200
"3838",1,1,2,21,2,1,0,1,80200
"4483",1,1,1,21,2,2,0,1,16000
"1388",1,1,1,20,2,1,0,1,59000
"2075",1,6,1,13,1,1,0,3,9000
"1393",1,1,1,16,2,2,0,1,28000
"4817",1,1,1,16,2,1,0,1,60000
"1405",1,1,2,20,2,1,0,1,5000
"1484",1,1,1,20,2,1,0,1,26000
"4619",3,6,1,19,1,1,0,1,3100
"837",1,6,1,21,2,1,0,1,76600
"3632",1,6,2,16,1,1,0,1,10800
"4855",1,1,1,21,2,1,0,1,99200
"4957",1,1,2,19,2,2,0,1,18000
"4499",1,1,1,13,2,1,0,1,120000
"4781",1,1,1,21,2,1,0,1,78000
"2745",1,1,1,18,2,1,0,1,60000
"2002",1,1,2,16,2,2,0,1,12000
"2514",1,6,2,21,1,1,0,3,10600
"2415",1,1,1,16,2,1,0,1,75400
"339",3,1,1,12,2,2,0,1,24000
"5590",1,6,2,18,2,1,0,1,15700
"1760",1,6,1,14,2,1,1,9,5000
"3683",3,1,1,20,2,1,0,1,60000
"544",1,1,2,16,2,1,0,1,12000
"497",1,1,2,16,2,1,0,1,56000
"1397",3,1,2,21,2,1,0,6,24000
"482",1,1,1,18,2,1,0,1,62000
"4495",1,4,1,21,2,1,0,1,60000
"3187",1,1,2,21,2,1,0,1,7000
"5533",1,6,2,17,2,1,0,1,7600
"4571",3,1,1,14,2,1,0,1,30000
"334",1,1,1,20,2,1,0,3,42220
"2258",1,1,2,19,1,1,0,1,26000
"65",3,1,1,20,2,1,0,1,50000
"2125",1,1,2,16,2,1,0,1,12000
"943",1,1,2,20,2,1,0,1,35000
"5021",1,1,2,16,1,2,0,1,8000
"2720",1,1,2,19,2,1,0,1,60000
"325",1,1,1,16,2,2,0,1,25000
"4306",1,1,1,19,2,1,0,1,15000
"3133",3,4,1,20,2,1,0,1,20000
"3855",1,1,2,22,2,1,0,1,103000
"1699",1,6,2,18,2,2,0,1,16000
"393",1,6,2,22,2,1,0,1,11000
"5024",1,6,1,16,2,1,0,1,26000
"4458",1,2,2,19,2,1,0,1,2000
"2676",1,1,1,16,2,1,0,1,24000
"483",1,1,2,20,2,1,0,6,30000
"1223",1,1,2,21,2,1,0,1,22000
"5028",3,2,1,14,2,1,0,1,25000
"767",1,1,2,14,2,1,0,1,1000
"5501",1,6,1,18,1,1,0,1,23220
"1653",1,6,2,19,2,1,0,1,10000
"999",1,1,1,19,2,1,0,1,36000
"5010",1,1,2,17,1,1,0,1,34000
"4968",1,1,2,19,2,1,0,1,11000
"977",1,1,1,18,2,1,0,1,55000
"3671",1,6,1,20,2,1,0,1,37210
"1419",1,1,1,15,2,1,0,1,50000
"2650",1,1,2,22,2,1,0,1,55000
"672",1,6,1,16,1,1,0,1,28200
"2867",1,1,1,21,2,1,0,1,393000
"2707",1,6,2,15,2,1,1,1,3000
"3787",1,6,1,17,2,1,0,1,22800
"1813",1,1,1,16,1,1,0,1,211000
"5056",1,6,2,16,1,1,0,1,8300
"4556",3,6,2,21,2,1,0,1,111000
"1132",1,6,2,22,2,1,0,1,17300
"2430",1,1,1,18,2,1,0,1,50000
"789",1,1,2,21,2,1,0,1,47000
"3951",1,1,2,16,2,1,0,1,5800
"3765",1,1,2,16,2,1,0,1,37200
"1569",1,6,2,16,1,1,0,1,9200
"160",1,1,2,16,1,1,0,1,78000
"3553",1,1,2,14,2,1,1,1,2000
"3938",1,1,1,19,2,1,0,1,25010
"517",1,3,1,16,2,1,0,1,900
"3183",3,3,1,16,2,1,0,1,34700
"556",3,1,2,19,2,1,0,1,39000
"2540",1,1,1,18,2,1,0,1,21000
"2775",1,1,2,21,2,1,0,8,46000
"305",1,1,2,19,1,1,0,1,3750
"1337",1,1,1,18,2,2,0,1,1500
"3846",1,6,2,19,1,1,0,1,18200
"104",1,1,1,20,2,1,0,1,65500
"5131",3,6,1,19,1,1,0,1,12200
"2783",3,1,1,18,2,1,0,1,20000
"4095",1,3,2,14,1,2,0,1,52190
"4782",1,1,1,19,2,1,0,1,95100
"3677",1,6,2,16,1,1,0,1,10500
"2003",1,6,2,19,2,1,0,1,7200
"1212",1,6,1,21,2,1,0,1,6000
"5498",1,6,2,16,2,1,0,1,800
"3731",1,6,2,21,2,1,0,1,3200
"5323",1,6,1,14,2,1,1,1,700
"1856",1,6,2,13,2,1,1,1,500
"3079",1,1,2,17,2,2,0,1,20000
"1974",1,1,2,19,2,1,0,1,24200
"4160",1,1,1,20,2,1,0,1,39460
"3039",1,1,2,18,2,1,0,1,26010
"1392",1,1,1,16,2,2,0,1,32000
"3704",1,3,2,16,2,1,0,1,45000
"1914",3,1,2,22,2,1,0,2,34000
"1175",1,6,2,17,1,1,0,1,35000
"5080",1,1,2,20,2,2,0,1,25000
"750",1,1,2,19,2,1,0,1,71220
"193",1,6,2,16,2,1,0,1,36500
"466",1,1,2,14,2,1,0,1,5000
"1800",3,1,2,21,2,1,0,1,44000
"3413",1,6,1,16,1,1,0,1,37600
"3144",1,1,1,14,2,2,0,1,38000
"4704",1,1,1,23,2,1,0,1,198200
"4818",1,6,1,18,1,1,0,1,40400
"3262",1,6,2,19,2,1,0,1,24000
"2191",1,2,2,10,2,1,0,1,6000
"2875",1,1,1,16,2,1,0,1,54000
"3905",1,1,2,16,2,1,0,1,24200
"3628",1,6,2,18,2,1,0,1,13390
"1211",1,1,2,21,2,1,0,1,51000
"427",1,6,2,18,2,2,0,3,900
"3646",1,1,2,21,2,1,0,1,14700
"2351",1,6,1,21,2,1,0,1,111000
"4574",1,6,2,21,2,1,0,1,24800
"3053",1,3,1,14,2,2,0,3,21640
"1123",1,6,1,19,2,1,0,1,12500
"2816",1,1,1,18,2,1,0,1,60000
"1916",1,1,1,16,1,1,0,8,40000
"2670",3,1,2,16,2,1,0,1,25100
"5062",1,1,2,20,2,1,0,1,12070
"4285",1,1,1,23,2,1,0,1,87000
"4722",1,6,2,22,2,1,0,1,32400
"2929",1,1,2,22,2,1,0,1,83000
"156",3,1,1,24,1,1,0,1,48000
"2576",3,1,2,17,2,1,0,1,22700
"2011",1,1,1,20,1,1,0,1,47300
"4578",1,1,1,22,2,1,0,3,80000
"3231",1,6,2,18,1,1,0,1,9000
"3358",1,1,2,16,2,1,0,1,19000
"5170",1,6,1,15,1,1,0,1,20000
"5061",1,1,1,20,2,1,0,1,45930
"4568",1,1,1,19,2,1,0,8,55000
"1595",1,1,2,21,2,1,0,1,60000
"5341",1,1,2,16,2,1,0,1,30400
"4220",1,3,1,21,1,1,0,1,15250
"926",3,1,2,19,2,1,0,1,30000
"1662",1,1,1,21,2,1,0,1,26300
"3132",3,4,1,18,2,1,0,1,20000
"2742",1,1,2,16,2,2,0,1,15000
"3191",1,1,1,21,2,1,0,1,40000
"4756",1,1,1,18,2,1,0,1,52000
"4633",1,1,1,22,2,1,0,1,57000
"1511",1,1,1,20,2,1,0,1,60000
"3482",1,6,2,18,1,1,0,1,5300
"1144",1,1,2,23,2,1,0,1,131500
"333",1,1,1,16,2,1,0,1,35000
"3827",3,1,1,19,2,1,0,1,17000
"4450",1,1,1,16,2,2,0,1,26400
"3198",1,6,2,21,2,1,0,1,18140
"4170",1,1,2,20,2,1,0,1,47000
"4663",1,1,1,21,2,1,0,6,36000
"2699",1,1,2,21,2,1,0,1,103000
"1460",1,6,1,14,1,1,0,3,11000
"2991",1,1,2,18,2,1,0,1,9000
"5517",1,1,1,21,2,2,0,1,15000
"2680",1,6,1,22,1,1,0,1,3000
"401",1,1,1,18,2,1,0,2,87000
"535",1,6,2,17,2,1,0,1,9300
"794",1,1,2,21,2,1,0,1,16800
"2004",1,6,1,16,2,1,0,1,44400
"3885",1,1,1,20,2,1,0,1,12770
"5504",1,6,2,16,2,1,0,1,10900
"658",1,1,2,19,1,1,0,1,11400
"1304",1,1,1,16,1,1,0,1,53000
"1448",3,1,1,16,2,2,0,1,10000
"2306",1,2,2,19,2,1,0,1,9000
"5485",1,1,1,16,2,1,0,1,40000
"5487",1,1,2,24,2,1,0,1,96000
"1409",1,1,2,18,2,1,0,1,29700
"584",1,1,1,21,2,1,0,1,109000
"390",1,3,1,16,2,1,0,1,380
"5659",1,6,1,20,1,2,0,1,22800
"1012",3,1,1,18,2,2,0,3,23700
"4754",1,1,1,19,2,1,0,1,14000
"2425",1,1,2,19,2,1,0,1,10000
"5616",3,6,1,14,2,1,0,1,4000
"2338",1,1,1,18,2,1,0,9,41000
"646",1,1,1,24,2,1,0,1,20000
"394",3,1,1,13,2,1,0,8,48000
"685",1,4,1,22,2,1,0,1,81000
"3879",3,6,2,14,1,1,0,3,13200
"5385",1,6,2,21,2,1,0,1,22300
"4695",1,1,2,16,2,2,0,1,18700
"2979",1,6,2,16,1,1,0,1,10120
"4222",1,1,2,21,1,1,0,1,40000
"814",1,1,1,19,2,1,0,1,65000
"4976",1,6,2,21,2,1,0,1,10000
"2070",1,6,2,22,2,1,0,1,88800
"3948",3,6,2,20,1,1,0,1,3900
"5168",1,1,2,16,2,1,0,1,49000
"1789",1,6,1,16,2,1,0,1,38820
"3209",1,1,2,21,2,1,0,1,82000
"3368",1,1,1,14,2,2,0,1,45000
"2365",1,6,2,18,2,1,0,1,12100
"4189",1,1,1,16,2,1,0,1,43000
"651",1,1,1,18,2,1,0,6,12770
"5363",1,1,1,21,1,1,0,1,32500
"4734",1,1,1,19,2,1,0,1,126520
"2113",1,1,1,21,1,1,0,1,130500
"4456",1,6,1,16,2,1,0,1,15100
"2950",1,1,1,19,2,1,0,1,37000
"4120",1,1,2,13,2,1,1,1,5000
"2952",1,1,2,18,2,1,0,1,30000
"11",1,6,2,16,2,1,0,1,12100
"2885",1,2,1,17,2,1,0,1,56200
"4678",1,1,1,19,2,1,0,3,92000
"5619",1,1,1,21,2,1,0,1,58000
"906",1,6,2,16,2,1,0,1,2400
"2981",1,1,1,16,2,1,0,1,28000
"124",1,1,2,19,2,2,0,1,44000
"2773",1,6,1,19,2,1,0,1,13500
"5604",1,1,2,16,1,1,0,1,2000
"4511",1,1,1,23,2,1,0,1,460000
"2531",1,1,2,22,2,1,0,1,93390
"3565",1,1,1,22,2,1,0,1,83100
"2460",1,1,1,16,2,1,0,1,5000
"3111",3,1,1,16,2,1,0,1,25000
"5700",1,6,1,14,2,1,0,1,3200
"3945",1,1,1,22,2,1,0,1,55000
"5548",1,3,1,14,2,1,1,1,2500
"5361",3,1,1,18,2,1,0,1,74220
"4639",1,6,1,13,2,1,1,1,50
"934",1,6,2,18,2,1,0,1,67000
"2686",3,1,1,16,2,1,0,1,30000
"4060",1,6,2,18,2,1,0,1,36970
"834",1,6,1,19,2,1,0,2,108000
"3379",1,1,2,22,2,1,0,1,73000
"3585",1,1,1,19,2,1,0,1,98600
"2603",1,6,1,20,1,1,0,1,59700
"2263",1,1,2,14,2,1,0,1,4700
"2071",3,6,2,12,1,1,0,8,18300
"4187",1,6,1,20,2,1,0,1,19000
"3928",1,1,1,1,2,1,0,1,32000
"3851",3,1,1,17,2,1,0,1,6000
"3508",1,1,2,17,2,1,0,1,30000
"3684",1,1,2,14,2,1,1,1,3220
"3185",3,1,1,19,2,1,0,1,140000
"3224",1,6,1,14,2,1,1,1,2000
"5296",1,2,2,19,2,1,0,1,3000
"880",1,6,2,17,2,1,0,1,15100
"3027",1,1,2,21,2,1,0,1,60000
"3539",1,6,1,19,2,1,0,1,73300
"622",1,1,1,16,2,1,0,1,38000
"5571",1,1,1,14,2,1,0,1,14000
"2526",1,1,1,18,2,1,0,1,120000
"2778",1,2,1,16,2,1,0,1,132000
"5137",1,1,2,14,2,1,0,3,15900
"524",1,6,2,21,2,1,0,1,61420
"4969",1,1,2,16,2,2,0,1,16000
"4010",1,6,1,16,2,2,0,3,1200
"761",3,1,2,21,2,1,0,1,9600
"3025",3,1,2,19,2,1,0,1,12000
"4497",1,6,2,12,2,1,0,1,16100
"2232",1,6,2,19,1,1,0,2,38000
"4425",1,6,1,14,1,1,0,1,28820
"1685",1,6,2,16,1,1,0,1,27500
"2478",1,6,1,13,2,1,0,1,8400
"4087",1,6,1,19,2,1,0,1,1300
"3387",1,1,2,21,2,1,0,1,20000
"914",1,6,1,18,2,1,0,1,18720
"2786",1,6,1,21,1,1,0,1,30200
"1697",1,6,1,22,1,1,0,3,71300
"3254",1,1,1,18,1,1,0,1,97450
"2100",1,1,2,22,2,1,0,1,50000
"2963",1,1,1,16,2,1,0,1,92000
"1971",1,1,2,21,2,1,0,1,44000
"1915",1,6,1,21,2,1,0,1,38200
"1361",1,1,1,15,2,1,0,1,121000
"5661",1,6,2,16,2,1,0,1,40200
"235",3,1,1,19,2,1,0,1,9000
"1854",1,1,1,21,2,1,0,1,46500
"4126",1,1,1,14,2,1,1,1,5000
"754",1,1,2,20,2,1,0,1,34500
"2642",1,1,2,16,2,1,0,1,30000
"4808",1,1,2,19,2,2,0,1,11200
"2930",3,3,2,19,1,2,0,1,6000
"38",1,6,2,20,2,1,0,1,25200
"4572",1,1,2,21,2,1,0,1,35000
"4124",1,1,1,16,2,1,0,1,24000
"1861",3,1,1,13,2,1,0,1,15600
"4906",1,1,2,16,1,1,0,1,35000
"4521",1,6,2,16,2,2,0,1,17300
"2637",1,1,1,23,2,1,0,1,460000
"3478",1,1,2,18,2,1,0,1,30000
"261",1,1,1,20,2,1,0,1,94800
"1706",1,1,2,18,2,1,0,1,58000
"2250",1,1,1,16,2,1,0,1,80000
"5465",1,1,2,22,2,1,0,1,67000
"1433",1,1,2,22,2,1,0,1,37200
"5238",3,1,2,22,2,1,0,1,63000
"5146",1,1,2,19,2,2,0,1,18800
"2689",1,1,2,20,2,1,0,1,60000
"3687",1,1,2,16,2,1,0,1,26700
"1935",1,1,1,19,2,1,0,1,63000
"1167",1,6,2,20,2,1,0,1,14200
"2728",3,1,1,17,2,2,0,1,15500
"2257",1,6,1,18,2,1,0,1,63400
"82",1,1,1,19,2,1,0,1,50000
"4111",1,1,2,18,2,1,0,1,113600
"1439",1,6,1,21,1,1,0,1,67200
"515",1,1,1,17,1,1,0,1,82000
"2330",1,1,1,19,2,1,0,1,33600
"2066",3,6,1,19,2,1,0,1,5000
"1612",1,1,1,16,2,1,0,9,62000
"3494",3,1,1,16,2,1,0,1,13700
"128",1,1,1,16,2,1,0,1,95000
"5290",1,1,2,22,2,1,0,1,54200
"3617",1,1,1,21,2,1,0,1,58000
"3762",1,6,1,19,2,1,0,1,187450
"4090",1,1,1,21,2,1,0,1,69000
"5507",1,6,2,19,2,1,0,1,7220
"4515",1,1,1,19,2,1,0,1,40000
"3788",1,1,2,19,2,1,0,1,44500
"3130",1,1,1,19,1,1,0,1,76300
"522",1,6,1,19,1,1,0,1,60250
"1290",1,1,2,21,2,1,0,1,48420
"1186",1,1,1,19,2,2,0,1,34000
"1322",1,6,1,22,2,1,0,1,15000
"4987",1,1,2,19,2,1,0,1,28000
"5579",3,1,2,16,2,2,0,3,13800
"1371",1,1,1,14,1,1,0,6,5600
"1649",3,1,1,21,2,1,0,1,15000
"122",1,6,2,24,2,1,0,1,73000
"1533",1,1,1,16,2,1,0,1,41000
"4323",3,1,1,18,2,1,0,1,460000
"1824",1,6,1,6,2,2,0,1,12000
"4057",1,6,2,21,2,1,0,1,14400
"46",1,6,2,19,2,1,0,1,26800
"1505",1,1,2,21,2,1,0,2,51000
"2539",1,6,2,19,2,1,0,1,3500
"4432",1,1,2,15,2,1,0,1,60500
"2513",1,1,2,20,2,1,0,1,40000
"5556",1,6,2,21,2,1,0,1,7500
"1054",1,6,2,16,2,1,0,1,9700
"4583",1,1,1,18,2,1,0,1,25900
"4529",1,1,1,19,2,1,0,1,26000
"4199",1,6,1,16,2,1,0,1,44000
"2579",1,1,1,15,2,1,0,1,112000
"4242",1,1,2,18,2,1,0,1,24000
"5682",1,1,1,16,1,1,0,1,80000
"2429",1,1,2,19,2,1,0,1,50000
"1266",1,1,2,16,2,1,0,1,15000
"2617",1,6,2,18,2,1,0,1,10800
"3584",1,6,1,22,2,1,0,1,39500
"5260",1,1,1,17,2,1,0,8,46800
"508",1,6,1,19,2,2,0,1,96000
"2847",3,1,2,21,2,1,0,1,36000
"867",1,3,1,19,1,1,0,1,3500
"3906",3,1,2,21,2,1,0,1,89600
"5082",1,1,2,21,2,1,0,1,45000
"529",1,1,1,16,2,1,0,1,80000
"3386",1,1,1,16,1,1,0,1,31800
"2897",1,6,2,16,1,1,0,1,14900
"1358",3,1,1,19,2,1,0,1,45600
"4595",1,1,1,19,2,1,0,1,13600
"2692",3,1,1,19,2,1,0,1,33000
"4409",1,6,1,21,2,1,0,1,48800
"3274",1,1,2,17,1,1,0,1,14500
"408",1,6,2,19,1,1,0,1,37210
"781",1,1,1,20,2,1,0,1,25500
"3570",1,6,2,1,1,1,0,1,22500
